measure,location,sex,age,metric,year,val,upper,lower
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2013,0.0445007842446729,0.0514892720361733,0.0380516393147138
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2014,0.0416472570851466,0.048261469534728,0.0352048537124519
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2015,0.0387350121331298,0.0454070064075999,0.0322449752578357
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2016,0.0358274745110119,0.042273598503387,0.0295500844584186
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2017,0.0329699039796688,0.0387789341356525,0.0270671752409787
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2018,0.0301706717070268,0.0359148678826936,0.0246207820850063
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2019,0.0274425630270771,0.0329048263627164,0.0222999343837965
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2020,0.0248296736153444,0.0300549914438198,0.0201448647633875
Age-specific fertility rate,Iraq,Female,40-44 years,Rate,2021,0.0228491718426713,0.0279978856163047,0.0183585344193901
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2012,0.0083173113410972,0.0108489791880709,0.0062452161854629
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2013,0.0076291863018594,0.0100070850780063,0.0057242776614697
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2014,0.0069629013792682,0.0092530015032524,0.0051925524768011
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2015,0.0063265050987099,0.008320567848662,0.0046972339819745
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2016,0.0057237492745193,0.0074615562717884,0.0042655408236391
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2017,0.0051633135547142,0.0067125461888261,0.0038237594832953
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2018,0.0046423766949509,0.0060612155531317,0.0034177099058749
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2019,0.0041686678060278,0.0054471073327725,0.0030630047282074
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2020,0.0037318178473568,0.004955089564939,0.0026668696708459
Age-specific fertility rate,Iraq,Female,45-49 years,Rate,2021,0.0033972881950298,0.0045686850546775,0.0024576779567978
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2012,0.0007709294175294,0.0007908725438788,0.0007501683830726
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2013,0.0007071472872314,0.0007254404375201,0.0006881038977038
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2014,0.0006453895116454,0.0006620850537828,0.0006280092514236
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2015,0.0005864021064891,0.0006015717070197,0.0005706103698378
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2016,0.0005305328264539,0.0005442571479675,0.0005162456426469
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2017,0.0004785861858493,0.0004909667028674,0.0004656979186889
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2018,0.0004303006842735,0.0004414321065796,0.0004187127397356
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2019,0.0003863927309892,0.0003963883011146,0.0003759872222364
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2020,0.0003459012223304,0.0003548493200739,0.0003365861449288
Age-specific fertility rate,Iraq,Female,50-54 years,Rate,2021,0.0003148937561628,0.0003230397236444,0.0003064137060139
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Iraq,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2012,0.00014038954995,0.0001440212787038,0.0001366088766255
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2013,0.0001381263935971,0.0001416995768964,0.000134406666795
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2014,0.0001421252426382,0.0001458018719208,0.000138297827323
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2015,0.0001579070571512,0.0001619919452365,0.000153654639511
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2016,0.0001756777834058,0.0001802223813308,0.0001709468022918
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2017,0.000195991431162,0.0002010615216089,0.0001907134060107
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2018,0.0002116007785668,0.0002170746662751,0.0002059023956085
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2019,0.0002127871244581,0.0002182917016763,0.0002070567933508
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2020,0.0002115412767625,0.0002170136252222,0.0002058444961805
Age-specific fertility rate,Greece,Female,50-54 years,Rate,2021,0.0002133265762623,0.0002188451085266,0.0002075817177842
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Greece,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2012,0.095489339508721,0.103028803472358,0.088517520423619
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2013,0.0957493365004199,0.102809812664734,0.0885898925027806
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2014,0.0942846819030521,0.101056639026609,0.0872483612289222
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2015,0.0911045911539639,0.0983198200515455,0.0842943571018917
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2016,0.0866116833190978,0.0937511534456949,0.0795883744484188
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2017,0.0814410697430214,0.0884550449610522,0.0745334705875573
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2018,0.0761082824930952,0.0833458711837527,0.0690547725206626
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2019,0.0711364994648493,0.0792898679192657,0.0631892539660987
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2020,0.0666008430286955,0.0761462546515684,0.0578601782641514
Age-specific fertility rate,Bahrain,Female,20-24 years,Rate,2021,0.0623842932889327,0.0723934462532439,0.0532083611287032
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2012,0.120971469742317,0.127562319995272,0.114830170980719
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2013,0.122644845671886,0.129281242432915,0.116222303895295
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2014,0.123334501221944,0.12970160427486,0.116842435884347
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2015,0.123168969844473,0.129938920555858,0.116417702051218
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2016,0.12195123376826,0.128936059281686,0.114966348288344
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2017,0.119456358785842,0.127095565289084,0.112439775727358
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2018,0.116168867842443,0.123958563506901,0.108961704721587
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2019,0.112308637345194,0.120594775849459,0.104134105391342
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2020,0.108119632279352,0.117445400680711,0.099207704349939
Age-specific fertility rate,Bahrain,Female,25-29 years,Rate,2021,0.104924549666171,0.114128992039418,0.0957068923341215
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2012,0.101991866139358,0.108974719396015,0.0954164138402666
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2013,0.10382434694384,0.11116219758796,0.0971840349273335
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2014,0.104960615517239,0.112492420994828,0.0987303918196861
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2015,0.10575025271154,0.112564518109488,0.0986642084227782
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2016,0.105866662530131,0.112806659319851,0.0985953973996022
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2017,0.104865940348083,0.112043521075295,0.0975970746427235
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2018,0.10268918427376,0.110772560109272,0.0946097535611229
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2019,0.0998247403901708,0.10909642551512,0.0907237579443526
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2020,0.0967169296059017,0.106642218924752,0.0868712647619526
Age-specific fertility rate,Bahrain,Female,30-34 years,Rate,2021,0.0941791583491763,0.105156629642187,0.0838147122656619
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2012,0.0619477095818564,0.0665483270444335,0.0573372450354324
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2013,0.0625159355095124,0.0671439616593487,0.0578432982485342
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2014,0.0620943515644093,0.0667532994313738,0.0577845683186999
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2015,0.060826368287815,0.0653758433005132,0.056429285166668
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2016,0.0591630489125599,0.0635645395744064,0.0547426671641405
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2017,0.0575189514026529,0.0619210897568606,0.0532796555658717
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2018,0.0557618050860535,0.0608334700539428,0.0509932456539257
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2019,0.053935717162742,0.0596380179542597,0.0485311459360703
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2020,0.052155119403298,0.0589898051477767,0.0458073289995778
Age-specific fertility rate,Bahrain,Female,35-39 years,Rate,2021,0.0505293865953452,0.0581675996405272,0.0434380808249741
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2012,0.0204448267486482,0.022407941262715,0.0186173190857417
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2013,0.020512662404685,0.0224860543765817,0.0186225826112116
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2014,0.020548237676675,0.0225113103321831,0.0186485392808526
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2015,0.0205599659805898,0.02250861161821,0.0186485712748829
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2016,0.0205788715489617,0.0226300146724897,0.0185941369518729
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2017,0.0206462847260976,0.0228578358625879,0.0185427197330149
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2018,0.0206180743453461,0.0230900232986608,0.0183479453495093
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2019,0.0205796782354204,0.0233370994959118,0.0180208128632509
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2020,0.0205366386457054,0.0239048891234604,0.017431162119143
Age-specific fertility rate,Bahrain,Female,40-44 years,Rate,2021,0.0203658484768981,0.0243275447815542,0.0169588656821209
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2012,0.0027336738251119,0.003177383235434,0.0023509145118659
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2013,0.0026786020980418,0.0031293757187508,0.0023091910330858
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2014,0.0025306660272218,0.002969847425186,0.002180617508702
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2015,0.002319270605198,0.0027201374724087,0.0019847619726654
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2016,0.0020811623186017,0.0024174187524811,0.0017659915001941
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2017,0.0018255915161861,0.0021550220130218,0.0015400485220431
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2018,0.0016997629526211,0.0020417255751551,0.0014062047122055
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2019,0.0017024367815108,0.0020997849136248,0.0013717233048221
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2020,0.0017254388422892,0.0021690113413682,0.0013439011709861
Age-specific fertility rate,Bahrain,Female,45-49 years,Rate,2021,0.0017275866418113,0.002239760025091,0.0013283209675423
Age-specific fertility rate,Bahrain,Female,50-54 years,Rate,2012,0.0002533835134072,0.0002599382761492,0.0002465599265353
Age-specific fertility rate,Bahrain,Female,50-54 years,Rate,2013,0.0002482789293978,0.0002547016419657,0.0002415928083459
Age-specific fertility rate,Bahrain,Female,50-54 years,Rate,2014,0.0002345667736023,0.0002406347672434,0.0002282499192205
Age-specific fertility rate,Bahrain,Female,50-54 years,Rate,2015,0.0002149725871056,0.0002205336999245,0.0002091834017577
Age-specific fertility rate,Bahrain,Female,50-54 years,Rate,2016,0.0001929023921632,0.0001978925724475,0.0001877075544524
Age-specific fertility rate,Bahrain,Female,50-54 years,Rate,2017,0.0001692136011869,0.0001735909775741,0.0001646566997055
