measure,location,sex,age,metric,year,val,upper,lower
Age-specific fertility rate,Cyprus,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Cyprus,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2012,0.0489461134932952,0.0515476878446174,0.0464564980350624
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2013,0.0456342780037889,0.0481349470464432,0.0432284363994386
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2014,0.0429896990622096,0.0451862537835309,0.0407417684700468
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2015,0.041132144551805,0.0433561920911724,0.0387802088734905
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2016,0.0391025126460915,0.0413748671512688,0.0370370597258434
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2017,0.036662937633051,0.0388019552811423,0.0347814541656884
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2018,0.0350131286837902,0.0368033862489043,0.0332196542901758
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2019,0.0342634914739041,0.0361296739400969,0.0324738879136049
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2020,0.0336551661351395,0.036622708037661,0.0308807999710614
Age-specific fertility rate,Belgium,Female,20-24 years,Rate,2021,0.0329298020064666,0.0378201685801961,0.0284612395831991
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2012,0.124489458539043,0.12776875137352,0.121543586889787
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2013,0.121221540958826,0.124335889326292,0.118076337497522
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2014,0.11763421443595,0.120544087777463,0.114528913247275
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2015,0.114077263789253,0.116816185910307,0.110976171131699
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2016,0.11017952291999,0.113271277066589,0.107334430821125
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2017,0.105872068953242,0.108862113584306,0.102854784768234
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2018,0.102930831033506,0.105770892094977,0.100017146467245
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2019,0.10034006837888,0.103123036847497,0.0974236286928327
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2020,0.0980409997208508,0.102443482275548,0.093780452226971
Age-specific fertility rate,Belgium,Female,25-29 years,Rate,2021,0.097051834124764,0.104303466365538,0.0900254738300226
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2012,0.116982920847722,0.120432904556929,0.113564088877886
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2013,0.116446930768449,0.120040176347101,0.112829425230277
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2014,0.115031731032247,0.118545304964593,0.111454155850592
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2015,0.113983131335474,0.11754652427281,0.110367075147559
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2016,0.114484831604525,0.117865797937308,0.111237648341391
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2017,0.115532568517378,0.118869111695515,0.112262843648123
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2018,0.115968447321726,0.119323164406167,0.112441699931499
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2019,0.11469023598227,0.118009043491702,0.111034572598205
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2020,0.113813979782269,0.119553974156463,0.108244092381719
Age-specific fertility rate,Belgium,Female,30-34 years,Rate,2021,0.114159265232956,0.124317968302996,0.104318101425878
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2012,0.049751252163238,0.0522064422837506,0.0472578046761928
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2013,0.0508669445754477,0.0536836850187652,0.0484568220595821
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2014,0.0514786174006452,0.0539424389359874,0.0489413195111891
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2015,0.0515150940232157,0.0540004281322991,0.0490970014376991
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2016,0.051504276214219,0.0541761793035006,0.0490759563837033
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2017,0.0514306549796934,0.0540414985964529,0.0488557084900613
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2018,0.0516383480584413,0.0542298375368663,0.0492065820795513
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2019,0.0510415947284399,0.0536829394576769,0.048525824072859
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2020,0.0502775670225181,0.0543933566509476,0.0463951984997426
Age-specific fertility rate,Belgium,Female,35-39 years,Rate,2021,0.050595394452542,0.0576844489793856,0.0440086441774915
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2012,0.0096405011362134,0.0102805764860124,0.0090253701848424
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2013,0.0099951871098494,0.010698607527378,0.0094025763290312
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2014,0.010188430070019,0.0108097448611852,0.0095579674682316
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2015,0.0102723409370543,0.0109281227392176,0.0096630315189557
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2016,0.0108459063078753,0.0115054176542187,0.0102161789175913
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2017,0.0115168010079919,0.0122436917128296,0.0108293965107475
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2018,0.0118707989778636,0.0125997029163947,0.0111528309645938
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2019,0.011955679893922,0.01272259214432,0.011267886091536
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2020,0.0119857251888411,0.0132218933136803,0.0108442940337238
Age-specific fertility rate,Belgium,Female,40-44 years,Rate,2021,0.0121175988556448,0.0142904305691206,0.0101736853023169
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2012,0.0004649539185079,0.0005296974143479,0.0004081609589267
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2013,0.000511326291496,0.0005764381615784,0.0004493812752771
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2014,0.0005816186566982,0.0006595265645022,0.0005070104601505
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2015,0.000639897608062,0.000732674758682,0.0005550476047609
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2016,0.0006841683012527,0.0007847509934986,0.0005984475565408
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2017,0.000742412290743,0.0008481991447333,0.0006457451499244
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2018,0.0007972430851033,0.0009123325748542,0.0006927041162694
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2019,0.0008145293788262,0.0009371057230043,0.0007062679816216
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2020,0.0008178262884289,0.0009939490940376,0.000674740904265
Age-specific fertility rate,Belgium,Female,45-49 years,Rate,2021,0.0008248889302578,0.0010604337020417,0.0006381429851375
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2012,4.3096457361436e-05,4.42113170033528e-05,4.19358750618094e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2013,4.73947005113027e-05,4.86207511445983e-05,4.61183670519604e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2014,5.39100814967756e-05,5.53046781256619e-05,5.24582896283198e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2015,5.93119422888765e-05,6.08462793270001e-05,5.77146789732486e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2016,6.34153812868169e-05,6.5055869939527e-05,6.17076128633407e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2017,6.88140014719831e-05,7.05941467028662e-05,6.69608488704812e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2018,7.38962534913337e-05,7.58078711914944e-05,7.19062364676258e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2019,7.549851554508e-05,7.74515820651406e-05,7.34653498012036e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2020,7.58041052357218e-05,7.77650770369572e-05,7.37627099990374e-05
Age-specific fertility rate,Belgium,Female,50-54 years,Rate,2021,7.64587396636125e-05,7.8436646163163e-05,7.43997152022481e-05
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Belgium,Female,75-79 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2012,0.106972728425798,0.114018220563965,0.100498064554675
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2013,0.106307753391973,0.113530955127201,0.0992715702739999
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2014,0.104532394822386,0.110769438519882,0.0985554715924412
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2015,0.0999319234977254,0.107868190916397,0.0921544483326958
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2016,0.0936063889005993,0.100098115827853,0.0876018755904155
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2017,0.0883476886416807,0.0951688278798619,0.0823317492676391
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2018,0.0847045758371338,0.0903525976325285,0.0794340629033903
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2019,0.0815931691037249,0.0873088309163659,0.0759854250473882
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2020,0.0788885253161411,0.0851696305113547,0.0725738177387846
Age-specific fertility rate,Texas,Female,20-24 years,Rate,2021,0.0772757579762967,0.0863049115300094,0.0691520489162735
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2012,0.118352647002614,0.122804272905958,0.113879898014911
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2013,0.12108605936911,0.125552951017283,0.116717859555461
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2014,0.122412201692859,0.126153069997097,0.118517571884032
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2015,0.117915247205551,0.12212514292073,0.11385241121422
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2016,0.110442479808928,0.114433352631267,0.106490197685579
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2017,0.106474105894944,0.109915533122592,0.103021227320878
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2018,0.104839167284086,0.108838380859674,0.100966516893478
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2019,0.103150430804412,0.107068069475795,0.0988835133615186
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2020,0.102917083533553,0.106962135336258,0.0987802231356872
Age-specific fertility rate,Texas,Female,25-29 years,Rate,2021,0.103960746052253,0.10929765870729,0.098825899802725
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2012,0.097637158956606,0.102204743173648,0.0931328518444825
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2013,0.100936851836423,0.105565529113319,0.0966363943483184
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2014,0.104885889895989,0.109596862286498,0.100257278447482
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2015,0.103982461693972,0.10843596930045,0.0998646104714222
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2016,0.0998167540542397,0.104474140226669,0.0955141081194336
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2017,0.0968219531400541,0.100790962915766,0.0929981418198399
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2018,0.0955099375806391,0.0999540440397252,0.0912548501679896
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2019,0.0937906078134229,0.0979059005963263,0.0900061939177414
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2020,0.0951580052082991,0.0997014809003668,0.0909665735103262
Age-specific fertility rate,Texas,Female,30-34 years,Rate,2021,0.0982128902144034,0.104318117735638,0.0923400768422259
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2012,0.0470801814145113,0.0503852377817337,0.0439243535945232
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2013,0.048713756177502,0.0520946084048473,0.0455115011751597
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2014,0.0505274713298657,0.0542461587386056,0.0469494168944839
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2015,0.0509118402447505,0.0540709987676756,0.0477802515108219
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2016,0.0498188298604802,0.0532971824306495,0.0467856115120696
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2017,0.0487490292761769,0.0521147137789256,0.0456243700316431
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2018,0.048320836046693,0.0516733315562782,0.0450721791215976
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2019,0.0477022072326554,0.0510002994507716,0.0444651507225322
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2020,0.0487486273569185,0.0521990291513761,0.0455030363828028
Age-specific fertility rate,Texas,Female,35-39 years,Rate,2021,0.0505390851953516,0.0551162516099809,0.0462985311612515
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2012,0.0102722031287641,0.0110959728289681,0.0094112115504028
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2013,0.0104152321206959,0.0112712877842406,0.0096145834810316
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2014,0.0108484514141548,0.0118116977977623,0.0099787648352413
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2015,0.011139730432092,0.0120493450708734,0.0102927767679789
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2016,0.0109861911130279,0.0119108821198608,0.0100793051637896
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2017,0.0109569118907049,0.0117721951478538,0.0101683316961377
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2018,0.0110473788473233,0.0119711912145701,0.0101804909811734
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2019,0.0108218248202926,0.0116167139742935,0.0100099979308164
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2020,0.0109291740456976,0.0118587063505986,0.0100730350677139
Age-specific fertility rate,Texas,Female,40-44 years,Rate,2021,0.0113425998359678,0.012573805763457,0.0101946328295652
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2012,0.000723239449028,0.0008119664922101,0.0006342823839404
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2013,0.0007865704610065,0.0008965517198058,0.0006878676873226
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2014,0.0007821945130931,0.0008816109291832,0.0006834456265352
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2015,0.0007794056636276,0.0008841539486584,0.0006786026731428
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2016,0.0007875443444611,0.0008891516754161,0.0006878807037168
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2017,0.0007519089463193,0.0008409760642526,0.0006650654785859
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2018,0.0007081985173736,0.0008047918490515,0.0006163297367838
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2019,0.0006881410353073,0.0008128714052879,0.0005727700300861
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2020,0.0006803589281468,0.0007907725255605,0.0005836092016714
Age-specific fertility rate,Texas,Female,45-49 years,Rate,2021,0.0006826608540362,0.0008040109846021,0.0005758176249786
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2012,6.76317811801133e-05,6.93813436259613e-05,6.58104656257613e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2013,7.36083083619952e-05,7.55124772270674e-05,7.16260456652283e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2014,7.31937452987053e-05,7.50871898570342e-05,7.12226467342773e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2015,7.28994119085962e-05,7.47852423743061e-05,7.09362397061866e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2016,7.34519493652379e-05,7.53520733889052e-05,7.14738973970349e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2017,6.98909333996046e-05,7.16989377172133e-05,6.80087791536609e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2018,6.56384070323902e-05,6.73364030032981e-05,6.38707727988246e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2019,6.36439871362731e-05,6.52903895798391e-05,6.19300623853697e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2020,6.28357241433361e-05,6.44612176805546e-05,6.11435658154865e-05
Age-specific fertility rate,Texas,Female,50-54 years,Rate,2021,6.31575956532588e-05,6.47914156650476e-05,6.14567693652091e-05
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,55-59 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,60-64 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,65-69 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2016,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2017,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2018,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2019,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2020,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,70-74 years,Rate,2021,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2012,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2013,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2014,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2015,0.0,0.0,0.0
Age-specific fertility rate,Texas,Female,75-79 years,Rate,2016,0.0,0.0,0.0
